"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
7.770980320E-1,-1.292487025E0,2.290561348E-1,3.669302762E-1,1.362948000E0
7.790994980E-1,-1.292487025E0,2.150062472E-1,3.559346795E-1,1.357733366E0
7.811008640E-1,-1.290043592E0,2.064541280E-1,3.449391127E-1,1.351228615E0
7.831021970E-1,-1.290043592E0,1.942368150E-1,3.333326578E-1,1.346495849E0
7.851035300E-1,-1.292487025E0,1.722456664E-1,3.290566206E-1,1.344793493E0
7.871048960E-1,-1.290043592E0,1.612500846E-1,3.229479790E-1,1.339593019E0
7.891062290E-1,-1.286378384E0,1.404806823E-1,3.076763451E-1,1.330101087E0
7.911075620E-1,-1.283324003E0,1.319285780E-1,3.021785617E-1,1.325004728E0
7.931089280E-1,-1.284545779E0,1.233764589E-1,2.985133529E-1,1.324533817E0
7.951102610E-1,-1.275993705E0,1.062722281E-1,2.905721068E-1,1.312968343E0
7.971115940E-1,-1.272939324E0,9.588751942E-2,2.850743234E-1,1.307989415E0
7.991129270E-1,-1.269885063E0,8.122675121E-2,2.698026597E-1,1.300768747E0
8.011142600E-1,-1.260722041E0,6.717684865E-2,2.551419139E-1,1.288033458E0
8.031155930E-1,-1.259500265E0,6.656598300E-2,2.472006679E-1,1.285254884E0
8.051169260E-1,-1.254002452E0,6.045733392E-2,2.362050861E-1,1.277485844E0
8.071182590E-1,-1.244839430E0,5.434868112E-2,2.166574150E-1,1.264721084E0
8.091195920E-1,-1.236898303E0,4.946175590E-2,2.093270272E-1,1.255460745E0
8.111210250E-1,-1.231400490E0,4.762916267E-2,1.903901994E-1,1.246941912E0
8.131223580E-1,-1.225291848E0,4.274224117E-2,1.690099239E-1,1.237631353E0
8.151237240E-1,-1.211852789E0,4.335310683E-2,1.671773195E-1,1.224097598E0
8.171250570E-1,-1.200246334E0,4.335310683E-2,1.494622380E-1,1.210293235E0
8.191263900E-1,-1.192305088E0,4.213137552E-2,1.280819476E-1,1.199904772E0
8.211277560E-1,-1.184363842E0,4.457483813E-2,1.262493581E-1,1.191907516E0
8.231290890E-1,-1.168481350E0,4.274224117E-2,1.170863733E-1,1.175110541E0
8.251298550E-1,-1.158707500E0,4.518570378E-2,1.048690751E-1,1.164320549E0
8.271312210E-1,-1.153820515E0,4.457483813E-2,9.814955294E-2,1.158845128E0
8.291325540E-1,-1.133661985E0,4.701830074E-2,9.692782164E-2,1.138769169E0
8.311338870E-1,-1.128164291E0,5.923560262E-2,9.814955294E-2,1.133973924E0
8.331352530E-1,-1.115946889E0,5.862473696E-2,9.570609033E-2,1.121576558E0
8.351365860E-1,-1.103729606E0,6.595512480E-2,9.265176207E-2,1.109573553E0
8.371379190E-1,-1.093955755E0,6.656598300E-2,9.570609033E-2,1.100149935E0
8.391391520E-1,-1.089679837E0,7.633982599E-2,9.631695598E-2,1.096588744E0
8.411404850E-1,-1.071353793E0,8.244847506E-2,1.042582020E-1,1.079567725E0
8.431418180E-1,-1.068910241E0,9.100059420E-2,1.128103212E-1,1.078691977E0
8.451431840E-1,-1.057303786E0,9.772011638E-2,1.170863733E-1,1.068246103E0
8.471445170E-1,-1.040199757E0,1.093265563E-1,1.286928058E-1,1.053816715E0
8.491458500E-1,-1.032869220E0,1.160460711E-1,1.341906041E-1,1.047994577E0
8.511472160E-1,-1.024317145E0,1.349828988E-1,1.519057006E-1,1.044280297E0
8.531485490E-1,-1.004769444E0,1.374263614E-1,1.696207821E-1,1.028211482E0
8.551498820E-1,-9.956064820E-1,1.435350031E-1,1.781729013E-1,1.021557706E0
8.571512480E-1,-9.846109152E-1,1.612500846E-1,1.989423186E-1,1.017368316E0
8.591525810E-1,-9.656741619E-1,1.710239351E-1,2.136030942E-1,1.003694204E0
8.611539140E-1,-9.601763487E-1,1.777434498E-1,2.276529819E-1,1.002675039E0
8.631552800E-1,-9.442937970E-1,1.917933673E-1,2.557528019E-1,9.969377947E-1
8.651566130E-1,-9.308547974E-1,2.052323967E-1,2.704135478E-1,9.908251497E-1
8.671579460E-1,-9.229134917E-1,2.131736428E-1,2.875177860E-1,9.898882727E-1
8.691593120E-1,-9.027550220E-1,2.266126871E-1,3.192827702E-1,9.840027577E-1
8.711605450E-1,-8.923702836E-1,2.272235453E-1,3.278348744E-1,9.774614916E-1
8.731618780E-1,-8.764877915E-1,2.418843061E-1,3.638759553E-1,9.793592687E-1
8.751632110E-1,-8.661031127E-1,2.534907460E-1,3.840344846E-1,9.807520816E-1
8.771645440E-1,-8.593835235E-1,2.571559548E-1,4.035821855E-1,9.836400795E-1
8.791664440E-1,-8.361706734E-1,2.687623799E-1,4.274059236E-1,9.767755297E-1
8.811677770E-1,-8.318945765E-1,2.779253423E-1,4.591709077E-1,9.900146488E-1
8.831691100E-1,-8.251751065E-1,2.803688347E-1,4.695556462E-1,9.899510820E-1
8.851704760E-1,-8.233425021E-1,2.870883346E-1,4.952119887E-1,1.002769914E0
8.871718090E-1,-8.099034429E-1,2.925861180E-1,5.153705478E-1,1.003572132E0
8.891731420E-1,-8.111251593E-1,2.999165058E-1,5.227008462E-1,1.010490034E0
8.911745080E-1,-8.062382936E-1,3.041925728E-1,5.508007407E-1,1.022709521E0
8.931758410E-1,-8.037948012E-1,3.139663935E-1,5.636288524E-1,1.030698046E0
8.951771740E-1,-8.007404804E-1,3.090794981E-1,5.691266656E-1,1.029864367E0
8.971785400E-1,-7.989078760E-1,3.170207143E-1,5.850091577E-1,1.039707479E0
8.991798730E-1,-7.989078760E-1,3.200750649E-1,5.941721201E-1,1.045821376E0
9.011825060E-1,-7.982970476E-1,3.182424605E-1,5.978373289E-1,1.046883906E0
9.031838720E-1,-7.897449136E-1,3.176316023E-1,6.100546122E-1,1.047259993E0
9.051852050E-1,-7.879123092E-1,3.182424605E-1,6.173850298E-1,1.050356295E0
9.071865380E-1,-7.903558016E-1,3.212967813E-1,6.131089330E-1,1.050617189E0
9.091879040E-1,-7.781385183E-1,3.170207143E-1,6.186067462E-1,1.043396374E0
9.111892370E-1,-7.799710631E-1,3.157989979E-1,6.192175746E-1,1.044755604E0
9.131905700E-1,-7.634777427E-1,3.121338189E-1,6.228827834E-1,1.033590222E0
9.151919360E-1,-7.598124743E-1,3.109120727E-1,6.149415374E-1,1.025736032E0
9.171932690E-1,-7.524821162E-1,3.103012145E-1,6.155524254E-1,1.020500351E0
