"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.389173280E-1,1.309695072E-3,7.829948515E-2,-3.086457774E-2,8.417331427E-2
8.409186280E-1,8.029213175E-3,7.646688819E-2,-2.964284644E-2,8.240358972E-2
8.429199610E-1,4.364021122E-3,7.707775384E-2,-2.170159854E-2,8.019341742E-2
8.449212270E-1,-5.229006638E-4,7.280169427E-2,-2.231246419E-2,7.614595309E-2
8.469225600E-1,3.142290749E-3,7.463429123E-2,-2.475592494E-2,7.869566213E-2
8.489238930E-1,-1.744631212E-3,7.157997042E-2,-1.681467704E-2,7.354909427E-2
8.509252930E-1,3.142290749E-3,6.730391085E-2,-1.498208102E-2,6.902284519E-2
8.529265930E-1,8.640077896E-3,7.219083607E-2,-2.109073289E-2,7.570328112E-2
8.549279260E-1,-3.577226773E-3,7.524516433E-2,-1.681467704E-2,7.718396641E-2
8.569292590E-1,1.309695072E-3,7.952121645E-2,-1.009515859E-2,8.017014029E-2
8.589306250E-1,-1.744631212E-3,8.624073118E-2,-1.070602424E-2,8.692023014E-2
8.609319580E-1,6.988298264E-4,7.891034335E-2,-1.498208102E-2,8.032305648E-2
8.629332910E-1,2.531425562E-3,7.829948515E-2,-1.498208102E-2,7.976014193E-2
8.649346570E-1,-2.355496399E-3,7.829948515E-2,-1.131688990E-2,7.914815054E-2
8.669359900E-1,1.309695072E-3,8.196467906E-2,-1.009515859E-2,8.259440745E-2
8.689373230E-1,-1.744631212E-3,7.952121645E-2,-8.873428218E-3,8.003377620E-2
8.709387560E-1,8.796459588E-5,7.280169427E-2,-8.262563497E-3,7.326912298E-2
8.729400890E-1,-1.133765909E-3,6.913650781E-2,-3.986506723E-3,6.926062643E-2
8.749413550E-1,8.796459588E-5,7.280169427E-2,2.733011032E-3,7.285302860E-2
8.769426550E-1,-7.853283547E-3,6.424959004E-2,5.176472012E-3,6.493442650E-2
8.789440550E-1,-5.409822334E-3,6.119525805E-2,4.565607291E-3,6.160333234E-2
8.809453880E-1,-6.631553173E-3,5.142141506E-2,1.511280658E-3,5.186929143E-2
8.829474540E-1,-4.798957147E-3,4.409103096E-2,-9.321803227E-4,4.436122136E-2
8.849487200E-1,-5.409822334E-3,4.286929965E-2,4.565607291E-3,4.344983084E-2
8.869499860E-1,-1.744631212E-3,3.859324381E-2,2.895501384E-4,3.863374231E-2
8.889513520E-1,-1.133765909E-3,2.820853703E-2,-2.764775883E-3,2.836637044E-2
8.909526180E-1,8.796459588E-5,2.209988236E-2,-3.375641303E-3,2.235637476E-2
8.929539510E-1,-5.229006638E-4,1.110430807E-2,-7.651698310E-3,1.349546479E-2
8.949553170E-1,1.920560375E-3,8.049981669E-3,-5.819102284E-3,1.011695154E-2
8.969566500E-1,3.142290749E-3,1.941329683E-3,-7.651698310E-3,8.496542774E-3
8.989579500E-1,-2.355496399E-3,-4.778187722E-3,-4.597371910E-3,7.036708724E-3
9.009593500E-1,-2.355496399E-3,-9.665109217E-3,-8.873428218E-3,1.333043239E-2
9.029606160E-1,8.796459588E-5,-8.443379775E-3,-5.819102284E-3,1.025477212E-2
9.049620160E-1,-1.744631212E-3,-1.210857090E-2,-2.764775883E-3,1.254213749E-2
9.069633820E-1,-2.966361586E-3,-1.821722463E-2,-5.208237097E-3,1.917791198E-2
9.089647150E-1,-4.188092425E-3,-1.943895407E-2,-6.429967470E-3,2.089874482E-2
9.109660480E-1,-3.577226773E-3,-1.699549332E-2,-1.543045626E-3,1.743629360E-2
9.129674480E-1,-4.188092425E-3,-2.127154917E-2,-6.429967470E-3,2.261334570E-2
9.149687810E-1,-9.075013921E-3,-1.882808842E-2,-3.375641303E-3,2.117186211E-2
9.169700810E-1,-2.966361586E-3,-2.066068538E-2,-4.597371910E-3,2.137285778E-2
9.189713470E-1,-1.133765909E-3,-1.882808842E-2,-2.764775883E-3,1.906374371E-2
9.209726130E-1,-5.229006638E-4,-1.455203164E-2,-9.484293871E-3,1.737776972E-2
9.229739460E-1,2.531425562E-3,-1.699549332E-2,2.895501384E-4,1.718542254E-2
9.249752790E-1,-2.355496399E-3,-1.516289730E-2,-2.764775883E-3,1.559185054E-2
9.269766120E-1,-4.798957147E-3,-8.443379775E-3,-7.651698310E-3,1.236402599E-2
